utt_keys,utterance,emotion,v,a,d,emo_evo,start,end
Ses03F_impro08_M013,,xxx,2.5,3,3,"[['fru'], ['ang'], ['fru', 'ang'], ['fru']]",83.4875,85.5425
Ses03F_impro08_F012,,neu,3,3.5,3,"[['neu'], ['neu'], ['neu'], ['neu']]",85.15,90.29
Ses03F_impro08_F013,,neu,3,3,3,"[['neu'], ['neu'], ['neu'], ['neu']]",90.29,92.22
Ses03F_impro08_M014,,ang,2.5,3,3.5,"[['fru'], ['ang'], ['ang'], ['ang']]",90.305,93.8825
Ses03F_impro08_F014,,neu,3,3,3,"[['neu'], ['fru'], ['neu'], ['neu']]",93.51,98.25
Ses03F_impro08_M015,,ang,2.5,3.5,3.5,"[['fru'], ['ang'], ['ang'], ['ang']]",97.5,101.72
Ses03F_impro08_F015,,neu,2.5,2.5,3.5,"[['neu'], ['fru'], ['neu'], ['fru']]",101.07,104.37
Ses03F_impro08_F016,,neu,3,2.5,3,"[['neu'], ['fru'], ['neu'], ['fru']]",104.37,106.63
Ses03F_impro08_M016,,fru,2,3,3.5,"[['fru'], ['ang'], ['fru'], ['dis']]",104.76,109.39
Ses03F_impro08_F017,,fru,2.5,3,3,"[['fru'], ['fru'], ['fru'], ['fru']]",108.56,113.51
Ses03F_impro08_F018,,fru,3,3,4,"[['fru'], ['fru'], ['neu'], ['fru']]",113.51,116.35
Ses03F_impro08_M017,,fru,1.5,3,4,"[['fru'], ['ang'], ['fru'], ['fru', 'ang']]",113.73,120.4
Ses03F_impro08_F019,,fru,2.5,3.5,3.5,"[['fru'], ['fru'], ['neu'], ['oth']]",119.68,126.01
Ses03F_impro08_M018,,fru,2.5,2.5,3,"[['fru'], ['ang'], ['fru'], ['fru']]",123.38,126.21
Ses03F_impro08_M019,,fru,2.5,3,2.5,"[['fru'], ['neu'], ['fru'], ['neu']]",126.28,129.095
Ses03F_impro08_F020,,neu,3,3,2.5,"[['neu'], ['neu'], ['neu'], ['neu']]",126.29,127.61
Ses03F_impro08_F021,,neu,3,2.5,3,"[['neu'], ['neu'], ['neu'], ['neu']]",128.88,129.61
Ses03F_impro08_M020,,xxx,3,2.5,3.5,"[['fru'], ['ang'], ['neu'], ['fru']]",129.33,132.47
Ses03F_impro08_F022,,neu,3,2.5,2.5,"[['neu'], ['fru'], ['neu'], ['neu']]",131.82,133.93
Ses03F_impro08_M021,,neu,3,2.5,3.5,"[['fru'], ['neu'], ['neu'], ['ang']]",132.51,134.5925
Ses03F_impro08_F023,,neu,2.5,3,2.5,"[['neu'], ['neu'], ['neu'], ['oth']]",134.11,137.9625
Ses03F_impro08_M022,,xxx,2.5,3,3.5,"[['fru'], ['ang'], ['neu'], ['fru']]",137.3,140.97
Ses03F_impro08_M023,,xxx,2.5,2,2.5,"[['fru'], ['ang'], ['neu'], ['neu']]",141.03,143.26
Ses03F_impro08_F024,,neu,3.5,2.5,3,"[['neu'], ['neu'], ['neu'], ['neu']]",141.94,144.26
Ses03F_impro08_F025,,neu,3,2.5,3,"[['neu'], ['neu'], ['neu'], ['neu']]",144.28,145.86
Ses03F_impro08_M024,,xxx,3,2.5,3,"[['fru'], ['ang'], ['neu'], ['neu']]",145.25,150.35
Ses03F_impro08_F026,,neu,2.5,3,3,"[['neu'], ['fru'], ['neu'], ['oth']]",150.7809,152.11
Ses03F_impro08_M025,,xxx,2.5,2.5,3,"[['fru'], ['ang'], ['neu'], ['dis']]",150.38,153.0165
Ses03F_impro08_F027,,neu,2.5,3.5,4,"[['neu'], ['neu'], ['neu'], ['fru']]",152.14,160.33
Ses03F_impro08_M026,,fru,2,2.5,3,"[['fru'], ['fru'], ['fru'], ['fru']]",157.11,160.24
Ses03F_impro08_F028,,neu,3,3,3,"[['neu'], ['neu'], ['neu'], ['neu']]",160.46,165.05
Ses03F_impro08_F029,,neu,3.5,3.5,3.5,"[['neu'], ['fru'], ['neu'], ['oth']]",165.07,167.755
Ses03F_script01_3_F000,,hap,4,3.5,3,"[['hap'], ['hap'], ['neu']]",6.9486,10.4025
Ses03F_script01_3_M000,,hap,4,3,3,"[['neu'], ['hap'], ['hap']]",9.6272,14.6199
Ses03F_script01_3_F001,,hap,4,4,3,"[['hap'], ['hap'], ['neu']]",14.0722,17.7377
Ses03F_script01_3_F002,,hap,4,3,3,"[['hap'], ['hap'], ['neu']]",19.7179,24.3946
Ses03F_script01_3_M001,,neu,3,3,2.5,"[['neu'], ['hap'], ['neu']]",24.1418,27.386
Ses03F_script01_3_F003,,sad,3,3,3,"[['sad'], ['sad'], ['neu']]",26.775,30.6091
Ses03F_script01_3_F004,,xxx,3,3,2.5,"[['fru'], ['sad'], ['neu']]",31.0304,33.8111
Ses03F_script01_3_M002,,xxx,2,2.5,2.5,"[['neu'], ['sad'], ['sur']]",32.9895,35.6649
Ses03F_script01_3_F005,,fru,3,3.5,3.5,"[['fru'], ['sad'], ['fru']]",35.715,40.38
Ses03F_script01_3_M003,,neu,2.5,3,3,"[['fru'], ['neu'], ['neu']]",39.7096,41.8584
Ses03F_script01_3_F006,,xxx,2.5,2.5,2.5,"[['fru'], ['ang'], ['neu']]",43.5226,45.8399
Ses03F_script01_3_F007,,xxx,2.5,3,2.5,"[['sad'], ['neu'], ['oth']]",45.9125,50.2216
Ses03F_script01_3_M004,,neu,3,2.5,3,"[['fru'], ['neu'], ['neu']]",49.6528,51.9069
Ses03F_script01_3_F008,,sad,2.5,3.5,3,"[['sad'], ['sad'], ['oth']]",51.7594,55.8252
Ses03F_script01_3_M005,,xxx,2,3,3,"[['fru'], ['sad'], ['exc']]",56.2887,63.6197
Ses03F_script01_3_M006,,hap,2.5,4,3,"[['fru'], ['hap'], ['exc', 'hap']]",65.1575,79.6931
Ses03F_script01_3_F009,,xxx,2.5,2.5,2.5,"[['sad'], ['hap'], ['neu']]",79.0611,81.1677
Ses03F_script01_3_M007,,xxx,3,2,3,"[['fru'], ['neu'], ['sur']]",83.7589,87.0452
Ses03F_script01_3_F010,,xxx,3.5,3.5,2.5,"[['sad'], ['hap'], ['neu']]",81.2309,84.4751
Ses03F_script01_3_M008,,xxx,3,2.5,2.5,"[['fru'], ['neu'], ['hap']]",90.7528,96.1668
Ses03F_script01_3_M009,,hap,3.5,3,2.5,"[['fru'], ['hap'], ['exc', 'hap']]",96.23,102.0864
Ses03F_script01_3_F011,,hap,3.5,3,2.5,"[['sad'], ['hap'], ['hap']]",86.0762,87.9089
Ses03F_script01_3_M010,,hap,4.5,2.5,2.5,"[['exc'], ['hap'], ['hap']]",104.8461,107.7111
Ses03F_script01_3_F012,,hap,3.5,3.5,3,"[['exc'], ['hap'], ['hap']]",87.93,91.2584
Ses03F_script01_3_M011,,hap,4.5,3,3.5,"[['exc'], ['hap'], ['hap']]",107.7532,109.8387
Ses03F_script01_3_M012,,hap,4,2.5,3.5,"[['exc'], ['hap'], ['hap']]",109.9441,113.0829
Ses03F_script01_3_M013,,hap,4.5,3.5,3,"[['hap'], ['hap'], ['hap']]",114.3047,121.404
Ses03F_script01_3_F013,,hap,4,3,3.5,"[['hap'], ['hap'], ['hap']]",101.8757,105.4359
Ses03F_script01_3_M014,,hap,3,3,3.5,"[['hap'], ['hap'], ['exc', 'hap']]",121.5304,133.6645
Ses03F_script01_3_M015,,hap,3,3,4,"[['hap'], ['hap'], ['hap']]",133.7066,138.1825
Ses03F_script01_3_F014,,hap,3.5,4.5,3.5,"[['hap'], ['hap'], ['exc']]",137.64,142.0699
Ses03F_script01_3_M016,,xxx,3.5,2.5,3,"[['exc'], ['sad'], ['neu']]",141.7118,146.9783
Ses03F_script01_3_F015,,xxx,3,3,3,"[['fru'], ['hap'], ['neu']]",144.85,146.6525
Ses03F_script01_3_F016,,xxx,3,3.5,3,"[['fru'], ['sad'], ['neu']]",146.73,150.0329
Ses03F_script01_3_M017,,sur,2,2,2.5,"[['exc'], ['sur'], ['sur']]",149.0428,151.6128
Ses03F_script01_3_F017,,xxx,4,2,2.5,"[['fru'], ['hap'], ['neu']]",152.2025,154.7625
Ses03F_script01_3_M018,,hap,3.5,2.5,2.5,"[['exc'], ['hap'], ['hap']]",153.9512,156.5844
Ses03F_script01_3_F018,,hap,4,3.5,3.5,"[['hap'], ['hap'], ['exc']]",155.3925,157.4675
Ses03F_script01_3_M019,,hap,4,3,2.5,"[['exc'], ['hap'], ['hap']]",156.905,159.34
Ses03F_script01_3_F019,,xxx,3.5,4,4,"[['fru'], ['hap'], ['exc']]",158.8125,165.3058
Ses03F_script01_3_F020,,xxx,3,3.5,2.5,"[['fru'], ['sad'], ['exc', 'hap']]",165.4525,168.0655
Ses03F_script01_3_M020,,hap,4,2.5,3.5,"[['exc'], ['hap'], ['hap']]",166.8436,169.2873
Ses03F_script01_3_M021,,hap,3.5,2.5,2.5,"[['exc'], ['hap'], ['hap']]",169.4425,171.1525
Ses03F_script01_3_M022,,xxx,5,4,4,"[['exc'], ['hap'], ['exc', 'hap']]",172.8475,186.2666
Ses03F_script01_3_F021,,hap,3,3.5,4,"[['hap'], ['sad'], ['hap']]",186.2034,196.7365
Ses03F_script01_3_M023,,hap,4,3,3.5,"[['hap'], ['hap'], ['hap']]",196.6101,203.1616
Ses03F_script01_3_F022,,xxx,3.5,2.5,3,"[['exc'], ['hap'], ['neu']]",203.5619,207.9226
Ses03F_script01_3_M024,,hap,3,3.5,2.5,"[['fru'], ['hap'], ['hap']]",206.9114,209.3129
Ses03F_script01_3_F023,,hap,3.5,3.5,3.5,"[['hap'], ['hap'], ['neu']]",208.1754,214.7901
Ses03F_script01_3_F024,,xxx,2,2.5,2.5,"[['exc'], ['sad'], ['oth']]",215.8645,219.6564
Ses03F_script01_3_M025,,sad,3.5,3,3,"[['sad'], ['hap'], ['sad']]",219.7196,224.0125
Ses03F_script01_3_F025,,sad,2,3.5,2.5,"[['sad'], ['sad'], ['oth']]",223.455,227.1981
Ses03F_script01_3_M026,,neu,2.5,3.5,3,"[['sad'], ['neu'], ['neu']]",226.3344,230.0841
Ses03F_script01_3_F026,,sad,2,3.5,3.5,"[['sad'], ['sad'], ['oth']]",229.1361,235.0347
Ses03F_script01_3_M027,,sad,3.5,3,3,"[['fru'], ['sad'], ['sad']]",233.9814,242.6817
Ses03F_script01_3_F027,,sad,2.5,3,3,"[['sad'], ['sad'], ['neu']]",242.9345,246.3472
Ses03F_script01_3_M028,,sad,3.5,3,2.5,"[['sad'], ['sad'], ['neu']]",245.2517,248.2431
Ses03F_script01_3_F028,,sad,2,3.5,3.5,"[['sad'], ['sad'], ['neu']]",247.6743,251.8454
Ses03F_script01_3_M029,,sad,2.5,3,3.5,"[['fru'], ['sad'], ['sad']]",253.2779,259.2186
Ses03F_script01_3_F029,,sad,3,2,2.5,"[['sad'], ['sad'], ['neu']]",258.1442,260.0823
Ses03F_script01_3_M030,,sad,2,3,2.5,"[['sad'], ['sad'], ['sad']]",259.682,262.0525
Ses03F_script01_3_F030,,sad,2,3.5,2.5,"[['sad'], ['sad'], ['hap']]",261.9782,264.5272
Ses03F_script01_3_M031,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad']]",263.5792,266.676
Ses03F_script01_3_F031,,sad,2,2,3,"[['sad'], ['sad'], ['sad']]",266.044,269.3724
Ses03F_script01_3_M032,,sad,2.5,2.5,3.5,"[['sad'], ['sad'], ['sad']]",268.16,274.7232
Ses03F_script01_3_M033,,sad,3.5,3,3.5,"[['sad'], ['sad'], ['sad']]",274.7654,285.4669
Ses03F_script01_3_M034,,sad,2,3.5,4,"[['sad'], ['sad'], ['sad']]",285.5301,300.3818
Ses03F_script01_3_M035,,sad,2,3,3.5,"[['sad'], ['sad'], ['sad']]",300.6556,306.7648
Ses03F_script01_3_M036,,sad,3,3,4.5,"[['sad'], ['sad'], ['sad']]",306.8325,320.1207
Ses03F_script01_3_M037,,sad,3,4,4.5,"[['sad'], ['exc'], ['sad']]",320.205,331.3279
Ses03F_script01_3_M038,,sad,2,3,4,"[['sad'], ['sad'], ['sad']]",331.3911,342.535
Ses03F_script01_3_M039,,sad,1.5,4,4,"[['fru'], ['sad'], ['sad']]",342.5982,356.8225
Ses03F_script01_3_M040,,sad,1.5,3,4.5,"[['fru'], ['sad'], ['sad']]",356.86,376.6975
Ses03F_script01_3_M041,,sad,2.5,3,3.5,"[['fru'], ['sad'], ['sad']]",376.775,381.1071
Ses03F_script01_3_M042,,sad,2.5,3,3.5,"[['fru'], ['sad'], ['sad']]",381.1703,384.0985
Ses03F_script01_3_M043,,sad,2.5,2.5,3,"[['fru'], ['sad'], ['sad']]",384.1825,387.8904
Ses03F_script01_3_F032,,sad,3,2,2.5,"[['fea'], ['sad'], ['sad']]",388.0379,391.4295
Ses03F_script01_3_M044,,xxx,3.5,2.5,3.5,"[['exc'], ['neu'], ['sad']]",390.9661,393.9364
Ses03F_script01_3_F033,,sad,2,4,4,"[['exc', 'fea'], ['sad', 'ang'], ['fru', 'sad']]",393.3676,401.9525
Ses03F_script01_3_F034,,xxx,2,4,4.5,"[['exc'], ['ang'], ['fru']]",402.015,410.2837
Ses03F_script01_3_M045,,hap,4,3,3,"[['exc'], ['hap'], ['hap']]",409.757,412.3271
Ses03F_script01_3_M046,,hap,4.5,2.5,3.5,"[['exc'], ['hap'], ['hap']]",412.4925,415.803
Ses03F_script01_3_F035,,hap,4,3.5,3,"[['exc'], ['hap'], ['hap']]",414.7775,419.3842
Ses03F_impro05_F000,,fru,2,3.5,4,"[['fru'], ['fru'], ['fru', 'oth'], ['fru']]",6.3183,13.3161
Ses03F_impro05_M000,,fru,3,2,2.5,"[['fru'], ['fru'], ['neu'], ['neu']]",12.9085,20.6762
Ses03F_impro05_F001,,fru,2,4,4,"[['fru'], ['fru'], ['fru'], ['fru']]",20.6762,29.5536
Ses03F_impro05_M001,,fru,3,2,3,"[['fru'], ['fru'], ['neu'], ['neu']]",25.585,29.95
Ses03F_impro05_F002,,ang,2,5,3.5,"[['ang'], ['ang'], ['fru'], ['fru']]",29.6894,33.1543
Ses03F_impro05_F003,,fru,1.5,5,4,"[['ang'], ['fru'], ['fru'], ['fru']]",33.177,39.4875
Ses03F_impro05_M002,,fru,2.5,3,3,"[['fru'], ['fru'], ['neu'], ['neu']]",38.3875,42.462
Ses03F_impro05_F004,,fru,2,3.5,4,"[['ang'], ['fru'], ['fru'], ['oth']]",42.1223,46.3119
Ses03F_impro05_M003,,neu,3,3,3,"[['fru'], ['neu'], ['neu'], ['oth']]",45.2702,51.6338
Ses03F_impro05_F005,,ang,2.5,4,4,"[['ang'], ['ang'], ['fru'], ['fru']]",50.7732,58.0654
Ses03F_impro05_M004,,fru,3.5,3,3,"[['fru'], ['neu'], ['fru'], ['neu']]",57.1142,63.9987
Ses03F_impro05_F006,,fru,1.5,4.5,4,"[['fru'], ['fru'], ['fru'], ['fru']]",62.7079,73.3744
Ses03F_impro05_M005,,fru,3,3.5,3.5,"[['fru'], ['fru'], ['neu'], ['neu']]",72.85,81.9573
Ses03F_impro05_F007,,ang,1.5,4,4.5,"[['ang'], ['ang'], ['fru'], ['fru']]",80.3494,89.3854
Ses03F_impro05_F008,,ang,1.5,4.5,4,"[['ang'], ['ang'], ['fru'], ['ang']]",89.4307,92.5106
Ses03F_impro05_M006,,fru,3,2,3,"[['fru'], ['fru'], ['oth'], ['neu']]",91.2197,97.6966
Ses03F_impro05_F009,,ang,2,4,3.5,"[['ang'], ['ang'], ['fru'], ['ang']]",96.451,100.4125
Ses03F_impro05_M007,,xxx,3,2.5,2,"[['fru'], ['neu'], ['oth'], ['neu']]",99.7801,108.7933
Ses03F_impro05_M008,,neu,3,2,3,"[['fru'], ['neu'], ['neu'], ['neu']]",108.84,115.5872
Ses03F_impro05_F010,,ang,2,3.5,3,"[['ang'], ['ang'], ['fru', 'ang'], ['oth']]",114.9079,116.9675
Ses03F_impro05_M009,,neu,3,3,3,"[['fru'], ['neu'], ['neu'], ['neu']]",116.4252,119.6183
Ses03F_impro05_F011,,ang,1.5,4.5,4,"[['sur', 'ang'], ['ang'], ['fru', 'ang'], ['fru']]",118.9842,124.675
Ses03F_impro05_M010,,fru,3.5,3,3.5,"[['fru'], ['fru'], ['oth'], ['sur']]",124.2382,130.8736
Ses03F_impro05_F012,,fru,2,3.5,3.5,"[['fru'], ['ang'], ['fru'], ['fru']]",130.398,136.1049
Ses03F_impro05_F013,,fru,1.5,4,3.5,"[['fru'], ['ang'], ['fru'], ['oth']]",136.1728,140.453
Ses03F_impro05_M011,,neu,4,2.5,3,"[['fru'], ['neu'], ['neu'], ['dis']]",139.1622,143.9179
Ses03F_impro05_F014,,xxx,1.5,4.5,4.5,"[['fru'], ['ang'], ['fru', 'ang'], ['ang']]",143.53,148.5604
Ses03F_impro05_M012,,fru,3.5,3,3,"[['fru'], ['fru'], ['neu'], ['dis']]",146.5902,150.265
Ses03F_impro05_F015,,ang,1.5,4.5,4.5,"[['ang'], ['ang'], ['fru', 'ang'], ['fru']]",148.7189,151.4592
Ses03F_impro05_F016,,ang,1.5,4.5,5,"[['ang'], ['ang'], ['fru', 'ang'], ['ang']]",151.885,157.234
Ses03F_impro05_M013,,neu,3.5,3.5,3.5,"[['fru'], ['neu'], ['neu'], ['neu', 'oth']]",154.3,158.5275
Ses03F_impro05_M014,,neu,4,3,4,"[['fru'], ['neu'], ['neu'], ['oth']]",158.6154,160.7215
Ses03F_impro05_F017,,ang,2,4,4,"[['ang'], ['ang'], ['fru', 'ang'], ['fru']]",158.95,162.1175
Ses03M_impro07_M000,,xxx,5,4,1.5,"[['exc'], ['hap'], ['neu'], ['exc']]",4.3659,5.81
Ses03M_impro07_F000,,hap,4,3.5,3,"[['exc'], ['hap'], ['hap'], ['hap']]",5.45,7.98
Ses03M_impro07_M001,,xxx,5,4.5,1.5,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",7.63,9.35
Ses03M_impro07_F001,,hap,4,3,3,"[['exc'], ['hap'], ['hap'], ['oth']]",9.64,11.6
Ses03M_impro07_M002,,exc,5,5,2,"[['exc'], ['exc'], ['exc', 'hap'], ['exc', 'hap']]",12.42,17
Ses03M_impro07_F002,,xxx,3,3,2.5,"[['exc'], ['neu'], ['sur'], ['neu']]",16.45,17.89
Ses03M_impro07_M003,,exc,5.5,5,2,"[['exc'], ['exc'], ['exc', 'hap'], ['exc', 'hap']]",17.14,21
Ses03M_impro07_F003,,sur,4.5,4,3.5,"[['sur'], ['sur'], ['sur'], ['exc']]",18.77,24.835
Ses03M_impro07_M004,,exc,5,5,2,"[['exc'], ['hap'], ['exc'], ['hap']]",21.04,22.41
Ses03M_impro07_M005,,exc,5,4.5,1.5,"[['exc'], ['exc'], ['exc'], ['hap']]",22.63,24.52
Ses03M_impro07_M006,,exc,5,4.5,2,"[['exc'], ['hap'], ['exc'], ['hap']]",24.5925,27.41
Ses03M_impro07_F004,,sur,2.5,4,3.5,"[['sur'], ['sur'], ['sur'], ['sur']]",26.91,29.83
Ses03M_impro07_M007,,exc,5,5,2,"[['exc'], ['exc'], ['neu'], ['exc']]",27.9125,28.4975
Ses03M_impro07_M008,,exc,4.5,5,2,"[['exc'], ['exc'], ['exc'], ['sur', 'hap']]",29.42,33.34
Ses03M_impro07_F005,,sur,4,4,4,"[['exc'], ['sur'], ['sur', 'hap'], ['exc']]",31.64,38.71
Ses03M_impro07_M009,,neu,5,4,1.5,"[['exc'], ['neu'], ['neu'], ['oth']]",38.27,39.77
Ses03M_impro07_F006,,exc,5,4.5,4.5,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",39.28,45.725
Ses03M_impro07_M010,,exc,5.5,5,2,"[['exc'], ['exc'], ['exc', 'hap'], ['hap']]",45.47,47.15
Ses03M_impro07_F007,,exc,4.5,4,4,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",45.92,48.36
Ses03M_impro07_M011,,exc,5,5,1.5,"[['exc'], ['exc'], ['hap'], ['exc']]",47.91,50.96
Ses03M_impro07_F008,,hap,4,3,3,"[['exc'], ['hap'], ['hap'], ['neu']]",50.62,53.06
Ses03M_impro07_F009,,exc,4,4,4,"[['exc'], ['exc'], ['hap'], ['oth']]",53.81,60.64
Ses03M_impro07_M012,,xxx,5,4.5,1.5,"[['exc'], ['hap'], ['exc', 'hap'], ['hap']]",60.26,66.5775
Ses03M_impro07_M013,,exc,5.5,5,2,"[['exc'], ['exc'], ['exc', 'hap'], ['exc', 'hap']]",66.62,74.82
Ses03M_impro07_F010,,hap,3.5,3,2.5,"[['hap'], ['hap'], ['neu'], ['neu']]",73.7,75.255
Ses03M_impro07_M014,,hap,5,4.5,2,"[['hap'], ['exc'], ['hap'], ['exc', 'hap']]",74.89,81.26
Ses03M_impro07_F011,,hap,3,3.5,3,"[['hap'], ['hap'], ['neu'], ['hap']]",81,85.07
Ses03M_impro07_M015,,exc,5,4.5,2,"[['exc'], ['exc'], ['exc'], ['exc', 'hap']]",83.7,87.66
Ses03M_impro07_F012,,hap,3.5,3.5,2.5,"[['hap'], ['hap'], ['exc'], ['exc']]",86.77,88.37
Ses03M_impro07_M016,,exc,5,4.5,1.5,"[['exc'], ['hap'], ['exc'], ['hap']]",87.82,89.59
Ses03M_impro07_F013,,hap,4,3,3,"[['exc', 'hap'], ['hap'], ['exc', 'hap'], ['exc']]",88.99,97
Ses03M_impro07_M017,,exc,5,4.5,1.5,"[['exc'], ['exc'], ['exc'], ['hap']]",95.47,99.15
Ses03M_impro07_F014,,hap,3.5,3,2.5,"[['hap'], ['hap'], ['neu'], ['neu']]",98.78,101.55
Ses03M_impro07_M018,,exc,5,4.5,1.5,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",100.02,107.63
Ses03M_impro07_F015,,xxx,3.5,4,3,"[['hap'], ['exc'], ['neu'], ['oth']]",104.82,107.33
Ses03M_impro07_F016,,exc,4,3,3,"[['hap'], ['exc'], ['exc'], ['hap']]",107.74,111.64
Ses03M_impro07_M019,,exc,5,4.5,1.5,"[['exc'], ['hap'], ['exc'], ['hap']]",111.19,112.78
Ses03M_impro07_F017,,hap,4,4,3.5,"[['hap'], ['hap'], ['exc', 'hap'], ['hap']]",111.91,116.27
Ses03M_impro07_M020,,exc,5,5,2,"[['exc'], ['exc'], ['exc'], ['exc']]",115.65,121.05
Ses03M_impro07_F018,,exc,4,4,3.5,"[['exc'], ['exc'], ['exc', 'hap'], ['exc']]",120.71,124.11
Ses03M_impro07_M021,,xxx,5.5,5,2,"[['exc'], ['hap'], ['neu'], ['hap']]",121.58,122.87
Ses03M_impro07_M022,,exc,5,5,2,"[['exc'], ['hap'], ['exc'], ['hap']]",123.26,127.07
Ses03M_impro07_F019,,hap,4,3.5,3,"[['exc'], ['hap'], ['hap'], ['hap']]",125.51,127.85
Ses03M_impro07_M023,,exc,5,5,2,"[['exc'], ['hap'], ['exc'], ['exc', 'hap']]",127.28,132.4475
Ses03M_impro07_F020,,xxx,4,3,2.5,"[['exc'], ['hap'], ['neu'], ['hap']]",132.02,133.89
Ses03M_impro07_M024,,exc,5,5,2,"[['exc'], ['exc'], ['exc'], ['exc']]",132.89,135.38
Ses03M_impro07_F021,,xxx,3.5,3.5,3,"[['exc'], ['hap'], ['neu'], ['oth']]",134.87,142.26
Ses03M_impro07_M025,,hap,4.5,5,1.5,"[['hap'], ['hap'], ['neu'], ['hap']]",140.91,149.56
Ses03M_impro07_F022,,xxx,3.5,2,2.5,"[['exc'], ['hap'], ['neu'], ['exc']]",149.27,150.76
Ses03M_impro07_M026,,xxx,5,4.5,1.5,"[['exc'], ['hap'], ['neu'], ['sur']]",150.13,151.51
Ses03M_impro07_F023,,neu,4.5,4.5,1.5,"[['oth'], ['neu'], ['neu'], ['hap']]",150.97,154.26
Ses03M_impro02_M000,,sad,2.5,2,2.5,"[['sad'], ['neu'], ['sad'], ['']]",5.7703,9.1927
Ses03M_impro02_M001,,sad,2.5,2,2,"[['sad'], ['neu'], ['sad'], ['sad']]",18.5048,20.6139
Ses03M_impro02_F000,,hap,4,3,3,"[['exc'], ['hap'], ['hap'], ['hap']]",5.8897,8.6953
Ses03M_impro02_F001,,xxx,3.5,3.5,3.5,"[['exc'], ['hap'], ['neu'], ['hap']]",8.755,16.5375
Ses03M_impro02_F002,,xxx,4,3,3.5,"[['exc'], ['hap'], ['neu'], ['neu']]",17.0722,19.3803
Ses03M_impro02_M002,,sad,2.5,2.5,3,"[['sad'], ['sad'], ['sad'], ['sad', 'oth']]",21.6685,24.6731
Ses03M_impro02_F003,,hap,4,3,3,"[['hap'], ['hap'], ['oth'], ['oth']]",20.0369,22.7032
Ses03M_impro02_M003,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['fea']]",24.7924,29.4375
Ses03M_impro02_F004,,sur,2.5,2.5,3,"[['fru'], ['sur'], ['oth', 'sur'], ['oth']]",30.0852,34.4229
Ses03M_impro02_M004,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['neu']]",33.8658,38.4223
Ses03M_impro02_F005,,sur,2,3,3,"[['fru'], ['sur'], ['sur', 'fea'], ['sur']]",37.3677,39.1784
Ses03M_impro02_F006,,xxx,2,3,3,"[['fru'], ['sad'], ['oth'], ['fru']]",39.258,41.5661
Ses03M_impro02_M005,,sad,2.5,2,2.5,"[['sad'], ['sad'], ['sad'], ['fea']]",42.6008,44.6702
Ses03M_impro02_F007,,xxx,2,2.5,3,"[['fru'], ['ang'], ['neu'], ['ang']]",44.113,46.6997
Ses03M_impro02_M006,,sad,2,2,3,"[['sad'], ['sad'], ['sad'], ['neu']]",46.065,48.8288
Ses03M_impro02_F008,,xxx,1,4,4.5,"[['fru'], ['sur'], ['fru', 'sur'], ['fru', 'sur']]",48.1522,56.8077
Ses03M_impro02_M007,,xxx,1.5,2,3.5,"[['fru'], ['sad'], ['fru', 'sad'], ['sad']]",56.11,59.2949
Ses03M_impro02_F009,,fru,2,3,3.5,"[['fru'], ['sad'], ['fru'], ['fru']]",58.7975,61.1454
Ses03M_impro02_M008,,fru,2,2.5,3,"[['fru'], ['sad'], ['fru'], ['fea']]",59.8123,62.976
Ses03M_impro02_F010,,fru,1.5,3.5,4,"[['fru'], ['sad'], ['fru'], ['sad']]",61.6826,67.3137
Ses03M_impro02_M009,,fru,2,2.5,3,"[['fru'], ['sad'], ['fru'], ['oth']]",66.657,69.7412
Ses03M_impro02_F011,,fru,1.5,3,3.5,"[['fru'], ['sad'], ['fru'], ['oth']]",71.8503,75.1931
Ses03M_impro02_M010,,fru,2,3,3,"[['fru'], ['sad'], ['fru'], ['oth']]",69.7412,75.3921
Ses03M_impro02_F012,,xxx,1.5,3,4,"[['fru'], ['sad'], ['fru', 'sad'], ['sad']]",75.9492,81.3415
Ses03M_impro02_M011,,sad,1.5,2,3,"[['sad'], ['sad'], ['sad'], ['sad']]",80.665,82.9532
Ses03M_impro02_F013,,sad,2,2.5,3,"[['sad'], ['sad'], ['fru', 'sad'], ['oth']]",81.441,84.0675
Ses03M_impro02_M012,,sad,2,2.5,3.5,"[['sad'], ['neu'], ['sad'], ['oth']]",83.7292,86.9924
Ses03M_impro02_M013,,neu,2.5,3,3.5,"[['sad'], ['neu'], ['neu'], ['oth']]",87.4501,94.32
Ses03M_impro02_F014,,sad,1.5,3,3.5,"[['fru'], ['sad'], ['sad'], ['sad']]",84.1073,87.5694
Ses03M_impro02_M014,,xxx,2,2.5,3,"[['fru'], ['sad'], ['oth'], ['sad']]",97.2198,100.0452
Ses03M_impro02_F015,,sad,1.5,2.5,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",93.678,97.4785
Ses03M_impro02_F016,,sad,1.5,2,3,"[['sad'], ['sad'], ['sad'], ['oth']]",101.0401,103.8875
Ses03M_impro02_M015,,neu,2,3,4,"[['fru'], ['neu'], ['neu'], ['fea']]",103.4425,109.3425
